route,baggage_amount
KKN-KRS,345
BNN-BOO,345
HFT-SVG,343
TRD-LYR,337
BGO-SSJ,337
OSY-OSL,336
AES-BOO,336
TRD-TRF,336
KRS-ALF,334
SVG-HOV,333
KKN-VAW,329
SVJ-TRD,328
MOL-KRS,325
EVE-HAU,323
HFT-TRD,321
EVE-AES,319
BGO-BNN,316
KRS-MOL,315
RVK-TRD,314
TOS-MOL,312
HOV-SVG,311
SKN-TRD,309
HAU-EVE,307
BGO-ANX,304
ANX-BGO,304
SVJ-BGO,300
SVG-HFT,299
LKN-TOS,299
AES-EVE,298
BGO-SVJ,294
TRD-HFT,293
TRD-SVJ,291
BDU-KRS,289
OSL-BJF,286
LKL-TRD,286
KRS-KKN,284
BOO-HAU,278
TOS-KSU,276
BGO-LYR,273
HAA-OSL,271
TRD-SKN,267
AES-TRD,264
TOS-BJF,263
OSL-VAW,262
TRD-AES,260
SSJ-BGO,259
SOG-BGO,258
ANX-OSL,257
LYR-BGO,253
ALF-KRS,251
MOL-TOS,249
BGO-LKL,246
LKL-BGO,242
OSL-RRS,241
HAU-BOO,240
BGO-MJF,236
BGO-MQN,230
SOG-HOV,229
KRS-BDU,229
BOO-HFT,228
BNN-SVG,225
VDS-TRD,225
KRS-FRO,224
BOO-RET,223
FRO-KRS,222
TRD-LKL,222
TOS-VAW,220
BNN-BGO,219
BOO-MOL,218
LKN-SVG,218
KKN-ALF,218
LYR-SVG,211
OSL-SOJ,210
BOO-ALF,209
ALF-BOO,201
BGO-SOG,200
FRO-TRD,199
TOS-MQN,199
KSU-TOS,198
MEH-TOS,198
TOS-BVG,196
SVG-LKN,195
MQN-BGO,193
MQN-TOS,191
TRD-FRO,186
SSJ-SVG,186
SVG-LYR,185
TOS-MJF,183
OSL-MEH,182
TRD-VDS,182
MEH-OSL,180
HAA-TOS,179
SVG-KRS,177
ANX-BOO,176
MOL-BOO,176
SSJ-BOO,175
SVG-SSJ,174
FRO-TRF,167
TOS-SKN,163
BOO-KKN,161
KSU-TRF,161
KKN-BOO,160
HVG-TOS,158
BJF-TOS,157
KKN-BVG,157
MOL-EVE,156
VDS-BGO,156
LKL-SVG,154
MJF-TOS,153
BOO-LYR,153
BGO-VDS,153
BGO-SDN,152
OSL-HVG,152
VDS-KKN,151
SVG-SVJ,151
TOS-HOV,150
EVE-TOS,149
ALF-VDS,149
TOS-BNN,149
BJF-OSL,148
KRS-SVG,146
RET-BOO,146
BOO-KSU,144
SOG-SDN,144
MJF-BGO,141
AES-ALF,140
SVG-MQN,139
MQN-SVG,136
SSJ-TOS,136
KKN-AES,136
VDS-BOO,135
BNN-TOS,132
VAW-OSL,129
LYR-BOO,128
EVE-MOL,127
BGO-RVK,126
OSL-BVG,124
SVG-ANX,124
MQN-BOO,124
MJF-SVG,124
BOO-LKL,123
BOO-VDS,121
SOG-SVG,120
TOS-FRO,120
HAU-KSU,119
LKN-KRS,118
SVG-LKL,118
SVJ-SVG,118
HFT-BOO,117
ANX-TRD,115
RVK-BGO,115
TOS-SSJ,115
HFT-HVG,113
ALF-BJF,112
LKN-TRF,109
BGO-SKN,108
KRS-LKN,107
VDS-ALF,107
TOS-SVJ,107
KSU-EVE,106
ALF-AES,106
SKN-BGO,105
EVE-KSU,105
SVG-MJF,104
KSU-BOO,102
BVG-OSL,101
HAU-ALF,100
VAW-TOS,100
HVG-OSL,100
ALF-MEH,99
BOO-EVE,99
BGO-OSY,99
HAU-KKN,98
TRD-ANX,98
SVG-SOG,97
AES-KKN,95
FRO-KSU,94
BDU-AES,94
HAU-MOL,92
FDE-SVG,92
BGO-SOJ,92
ALF-KKN,91
HAU-AES,91
HFT-KRS,91
ANX-SVG,90
SKN-TOS,90
KRS-LKL,89
AES-HAU,89
HAU-HFT,88
MQN-KRS,88
KKN-HAU,88
LKL-BOO,88
MOL-HAU,86
VDS-MEH,86
KRS-LYR,85
ALF-MOL,85
AES-BDU,84
SVG-FDE,84
KSU-HAU,84
HFT-HAA,84
MOL-ALF,84
KSU-FRO,84
SDN-SVG,83
HFT-HAU,83
OSY-BGO,83
FRO-BOO,82
SDN-BGO,82
KRS-HFT,81
BOO-FRO,81
SSJ-KRS,81
HOV-KRS,80
BGO-HAU,79
KKN-MOL,79
OSL-SRP,79
RET-OSL,78
KRS-HOV,76
SVJ-KRS,76
ALF-HAU,76
BOO-RVK,75
HFT-MEH,75
SKN-SVG,74
FRO-TOS,73
RVK-SVG,73
LKL-KRS,72
HAU-BDU,69
KRS-SVJ,69
KRS-BNN,69
BNN-KRS,69
HOV-TOS,68
KKN-HFT,67
KRS-SSJ,67
KRS-MJF,66
HFT-TRF,66
MJF-KRS,65
HAU-FRO,65
TOS-FDE,64
MJF-BOO,64
HFT-KKN,64
MOL-KKN,64
SVG-RVK,63
AES-LKN,62
TRD-FDE,62
BVG-TOS,62
KRS-MQN,62
VDS-BJF,62
OSL-RET,61
HVG-HFT,61
MOL-FRO,61
MOL-TRF,61
SVG-SKN,61
EVE-KKN,60
EVE-BOO,60
BGO-HAA,59
TOS-RVK,58
KSU-BNN,58
SVG-SDN,57
BOO-HOV,57
FDE-TRD,57
ALF-KSU,57
HAA-HFT,56
BGO-HVG,55
OSY-TRD,55
BOO-FDE,55
LYR-HAU,55
BDU-HAU,53
VDS-SVG,53
SVJ-TRF,52
TRD-HOV,52
HOV-TRD,52
SOG-KRS,51
KKN-KSU,51
LYR-EVE,50
LKN-AES,50
AES-TRF,50
SVJ-TOS,50
KSU-BDU,50
TOS-SOG,49
FDE-TOS,49
BOO-SOJ,49
FDE-BOO,49
ALF-EVE,48
SSJ-HAU,48
HAU-LYR,47
KRS-SOG,46
HFT-VDS,45
SOG-TRD,45
KSU-ALF,45
TRD-KSU,44
SOG-EVE,44
TOS-SDN,44
BGO-MEH,44
LYR-SSJ,44
ANX-KRS,43
OSY-SVG,43
SVG-OSY,43
LYR-KRS,43
BOO-SDN,43
KRS-FDE,43
LKL-HFT,43
SVJ-LKN,43
HFT-AES,42
FRO-EVE,42
BOO-SOG,42
SDN-TOS,41
HAA-SVG,41
KSU-KKN,41
BDU-KSU,41
BOO-HVG,41
KSU-TRD,41
KRS-ANX,40
HFT-EVE,40
KRS-VDS,40
SOG-BOO,40
HFT-KSU,40
TOS-OSY,40
MJF-TRF,40
KKN-EVE,40
MEH-TRD,40
AES-HFT,39
EVE-ALF,39
TRD-SOJ,38
SOG-TOS,38
MJF-MQN,38
ALF-HFT,37
TRD-MEH,37
EVE-LYR,37
BOO-OSY,36
RVK-BOO,36
VDS-HFT,35
TRD-BJF,35
EVE-HFT,35
TRD-SOG,35
AES-SVJ,35
KRS-HAU,35
HAU-BNN,35
LKL-EVE,34
BJF-BOO,34
SKN-KRS,34
VDS-KRS,34
MEH-HFT,33
SDN-BOO,33
HVG-BGO,33
FDE-KRS,33
VDS-EVE,33
BJF-TRD,33
SVJ-AES,33
HAA-TRD,33
VAW-KKN,33
LKL-AES,33
SKN-AES,32
BDU-MOL,32
EVE-VDS,32
HAA-BGO,32
VDS-BVG,32
RVK-TOS,32
EVE-HOV,31
BOO-MEH,31
BJF-KKN,30
AES-LKL,30
HOV-BOO,30
FRO-MOL,30
BGO-BJF,29
SDN-KRS,29
BGO-BVG,29
HFT-BVG,28
TRD-SDN,28
HAU-LKL,28
OSY-TOS,28
SSJ-TRF,28
MQN-AES,28
RVK-KRS,27
EVE-LKL,27
HFT-LKN,27
VDS-LKN,27
SVG-VDS,27
ANX-TRF,27
HAU-HOV,26
TRD-HAA,26
BGO-VAW,26
SVJ-RET,26
HVG-TRD,26
FRO-AES,26
OSY-BOO,26
LYR-KSU,26
RET-SVJ,26
RVK-AES,26
KRS-SDN,25
ALF-HVG,25
MEH-BOO,25
BOO-BJF,25
LKN-BNN,25
EVE-SOG,25
BNN-SVJ,25
HVG-BOO,25
ANX-ALF,25
HAU-LKN,25
MEH-KKN,25
SVG-SOJ,25
MEH-BGO,24
HAU-KRS,24
BNN-EVE,24
BNN-HAU,24
KKN-MEH,24
EVE-FRO,24
TRD-HVG,24
BNN-LKN,24
HOV-EVE,24
BOO-HAA,24
BNN-KSU,24
VDS-VAW,24
SVG-HAA,24
HAU-SSJ,24
KKN-HOV,23
ANX-BNN,23
VAW-TRD,23
MQN-HFT,23
HFT-BJF,22
TRD-MOL,22
SDN-HOV,22
LKL-LYR,22
ANX-AES,22
HOV-HAU,22
MQN-SKN,22
LKL-TRF,21
KRS-RVK,21
SSJ-AES,21
MQN-LKN,21
BNN-AES,21
FRO-FDE,21
ALF-MJF,21
ALF-HOV,20
SSJ-SVJ,20
MOL-HFT,20
AES-BNN,20
ALF-BNN,20
MQN-SVJ,20
BVG-HFT,20
BOO-VAW,20
LKN-HAU,20
KRS-SKN,20
AES-SSJ,20
KRS-OSY,20
BVG-TRD,19
MQN-TRF,19
LYR-AES,19
MJF-SVJ,19
SKN-SSJ,19
FRO-HAU,19
EVE-BNN,19
SDN-EVE,19
SKN-MQN,19
MEH-EVE,19
BJF-HFT,19
VDS-HVG,18
LKL-HAU,18
OSY-KRS,18
VDS-TRF,18
MQN-HAU,18
ALF-FRO,18
KRS-VAW,18
LKN-ALF,18
BNN-TRF,18
BJF-ALF,18
SDN-TRD,18
MOL-BNN,18
KSU-LKN,18
MOL-SVJ,18
MEH-TRF,18
LYR-FDE,18
ALF-LYR,18
MJF-ALF,17
BNN-MOL,17
HFT-BNN,17
FDE-EVE,17
BJF-BGO,17
KSU-HFT,17
KKN-LYR,17
LKN-SSJ,17
TRD-VAW,17
MEH-HVG,17
MOL-BDU,17
BVG-KKN,17
LYR-ALF,16
SVJ-BNN,16
SSJ-SKN,16
ALF-ANX,16
HFT-MJF,16
BDU-BOO,16
SVJ-HAU,16
VAW-BGO,16
MJF-HAU,16
HAA-BOO,16
BVG-SVG,16
SVJ-MOL,15
VDS-HAU,15
LKN-KSU,15
BOO-BDU,15
HFT-HOV,15
SOG-ALF,15
BOO-BVG,15
AES-SKN,15
HAU-MQN,15
BDU-HOV,15
SVG-HAU,15
HAA-TRF,15
SKN-BNN,15
LKN-LKL,15
LYR-MQN,15
BNN-SSJ,15
KRS-SOJ,15
SOG-BDU,15
SSJ-RVK,15
LKL-MOL,14
MQN-LYR,14
LKN-HFT,14
BDU-SDN,14
VDS-ANX,14
ALF-LKN,14
SSJ-BNN,14
SSJ-EVE,14
HOV-KKN,14
KKN-MQN,14
HVG-SVG,14
AES-FRO,14
EVE-FDE,14
BGO-RET,14
LKN-MQN,14
VAW-BVG,14
EVE-HVG,14
BGO-FDE,14
BNN-SKN,14
SVJ-MQN,14
MEH-ALF,14
EVE-MEH,14
AES-MJF,14
HOV-HFT,13
HFT-FDE,13
LYR-KKN,13
BJF-AES,13
HFT-ANX,13
FDE-LYR,13
ALF-SDN,13
MQN-EVE,13
AES-LYR,13
BJF-SVG,13
SVJ-SSJ,13
HOV-TRF,13
EVE-RVK,13
KSU-SSJ,13
KRS-HAA,13
MOL-LYR,13
VAW-HFT,13
SDN-KKN,13
SOG-LKN,13
VAW-KRS,13
RET-KRS,13
SVJ-MJF,12
MOL-LKL,12
LYR-LKN,12
LYR-LKL,12
EVE-BJF,12
KKN-ANX,12
VDS-SOJ,12
BJF-EVE,12
MJF-AES,12
SKN-HFT,12
LYR-HOV,12
HAU-MJF,12
KSU-SKN,12
KSU-FDE,12
HFT-SSJ,12
BJF-KRS,11
SKN-TRF,11
AES-ANX,11
BVG-ALF,11
TRD-RET,11
HFT-SKN,11
ANX-HFT,11
LKN-FRO,11
EVE-VAW,11
SDN-HFT,11
TRD-BVG,11
KKN-FRO,11
ALF-SOG,11
HOV-BDU,11
FDE-KKN,11
LKN-BJF,11
VDS-AES,11
FDE-SVJ,11
VDS-SKN,11
HOV-BNN,11
KSU-SVJ,11
HAA-KRS,11
BNN-ALF,10
HVG-VDS,10
SOG-LKL,10
KKN-BNN,10
SSJ-LKN,10
OSY-RVK,10
HOV-FRO,10
SOG-FRO,10
FRO-HFT,10
MOL-TRD,10
RVK-HFT,10
LKN-MOL,10
SOG-TRF,10
SDN-BDU,10
HVG-KKN,10
SVJ-LKL,10
BNN-KKN,10
HOV-SSJ,10
BVG-BJF,10
MQN-KKN,10
KRS-HVG,10
BDU-OSY,9
ALF-SKN,9
BVG-LKN,9
BNN-FRO,9
VAW-BJF,9
FRO-LKN,9
BNN-SDN,9
SVG-BJF,9
HFT-LYR,9
FRO-ALF,9
LKN-KKN,9
HOV-ALF,9
SOG-KSU,9
MJF-EVE,9
EVE-MJF,9
KKN-SDN,9
MEH-VDS,9
MJF-LKL,9
KRS-BJF,9
AES-RVK,9
FDE-BDU,9
MJF-SKN,9
ANX-MJF,9
SVJ-KSU,9
BVG-BGO,9
HOV-KSU,9
FDE-KSU,9
KSU-MQN,9
BNN-HFT,9
SKN-MOL,9
FRO-HVG,9
KKN-FDE,9
EVE-BVG,9
SKN-MJF,8
BJF-ANX,8
LKL-KSU,8
LYR-ANX,8
MJF-FRO,8
VDS-BNN,8
BVG-BOO,8
AES-VDS,8
ALF-SVJ,8
EVE-SDN,8
HFT-SDN,8
AES-MQN,8
AES-BJF,8
EVE-MQN,8
SVG-BVG,8
HOV-SKN,8
MQN-MOL,8
LYR-OSY,8
SDN-TRF,8
FRO-MJF,8
LKL-ANX,8
HVG-AES,8
MQN-LKL,8
BNN-LYR,8
EVE-SSJ,8
FDE-HFT,8
SOG-MJF,8
ALF-MQN,8
ALF-TRF,8
KKN-TRF,8
HFT-FRO,8
LKL-SKN,8
SSJ-KSU,8
SVJ-FDE,8
HAA-HVG,8
SKN-LYR,8
BVG-MEH,8
HVG-EVE,7
MQN-ANX,7
BNN-HOV,7
SVJ-FRO,7
BJF-VDS,7
HOV-LYR,7
KKN-MJF,7
SKN-ALF,7
OSL-TRF,7
MQN-HOV,7
ANX-SOJ,7
KKN-SKN,7
VDS-FRO,7
BDU-FRO,7
FDE-BGO,7
KRS-RET,7
HVG-MEH,7
SDN-BNN,7
HOV-LKN,7
MJF-ANX,7
KSU-LKL,7
SSJ-ALF,7
BJF-BVG,7
LYR-RVK,7
HOV-SVJ,7
AES-SOJ,7
HAU-BGO,7
HFT-MQN,7
HFT-MOL,7
VDS-HOV,7
ANX-VDS,7
MEH-KRS,7
MJF-KKN,7
OSY-SSJ,7
KSU-RVK,7
SVJ-ALF,7
ANX-HAU,7
LKN-FDE,7
HFT-SOJ,7
MOL-SKN,7
FRO-BDU,7
KSU-ANX,7
FRO-RVK,7
SOG-LYR,7
LYR-SOG,7
KSU-LYR,7
OSY-KSU,6
KKN-LKN,6
ANX-MQN,6
SDN-LKL,6
HFT-SVJ,6
RVK-FRO,6
LKN-RVK,6
KRS-BVG,6
BJF-HAU,6
VAW-AES,6
BDU-FDE,6
LYR-MJF,6
FDE-HAU,6
HOV-ANX,6
LKN-SOG,6
LYR-BNN,6
SKN-KSU,6
LKL-BNN,6
LKL-MQN,6
ANX-LKL,6
MQN-FRO,6
FRO-SSJ,6
ANX-HAA,6
KSU-MJF,6
KKN-SSJ,6
HAU-SDN,6
EVE-OSY,6
LKN-MJF,6
KKN-SOJ,6
HVG-BJF,6
RVK-SKN,6
RET-BGO,6
HOV-VDS,6
VAW-BOO,6
VAW-HAU,6
RET-TOS,6
LKL-HVG,6
ANX-BJF,6
RVK-VDS,6
HAA-AES,6
HFT-RVK,6
SDN-FDE,6
MEH-MOL,5
BVG-KRS,5
OSY-ALF,5
HVG-TRF,5
HFT-SOG,5
SSJ-FRO,5
OSY-BNN,5
BJF-LKN,5
LYR-SVJ,5
BVG-VDS,5
RVK-LKN,5
HAU-FDE,5
BDU-SOG,5
RVK-KSU,5
HAA-KKN,5
MQN-ALF,5
MEH-HAU,5
FDE-LKN,5
KKN-SOG,5
SSJ-KKN,5
SOG-HAU,5
RET-TRD,5
KKN-SVJ,5
SVJ-HFT,5
BNN-VDS,5
SDN-ALF,5
LKL-LKN,5
FRO-MQN,5
OSY-BDU,5
KRS-MEH,5
VDS-MOL,5
AES-VAW,5
ANX-SSJ,5
LKL-HOV,5
HAA-SKN,5
SVJ-KKN,5
FDE-ALF,5
BNN-LKL,5
MOL-ANX,5
MOL-BJF,5
KKN-HVG,5
LKN-HAA,5
LKN-VDS,5
RVK-SSJ,5
SVJ-RVK,5
FRO-BNN,5
ALF-FDE,5
LKL-SDN,5
RVK-HAU,5
LYR-MOL,5
SKN-LKL,5
OSY-FRO,5
AES-HVG,5
MJF-HFT,5
ANX-KKN,5
MOL-SSJ,5
SSJ-HOV,5
MJF-SOG,5
MOL-VAW,5
LKL-FDE,5
SSJ-HFT,5
LKN-HVG,5
MOL-MEH,5
MEH-AES,4
MEH-SVG,4
HVG-SKN,4
VDS-SVJ,4
MQN-OSY,4
SVG-HVG,4
EVE-SOJ,4
MOL-FDE,4
KRS-TRF,4
LKL-KKN,4
FDE-MQN,4
FRO-LKL,4
HAU-BJF,4
HVG-HAU,4
VDS-LKL,4
VDS-SDN,4
MQN-MEH,4
LKL-SOG,4
SVJ-LYR,4
HAU-RVK,4
KKN-OSY,4
MOL-LKN,4
FDE-SSJ,4
HAU-VDS,4
HOV-MQN,4
KSU-HOV,4
SDN-HAU,4
SSJ-OSY,4
HAU-OSY,4
HAU-SKN,4
LKN-SOJ,4
BJF-MOL,4
BJF-HOV,4
HAU-HAA,4
RVK-EVE,4
HVG-LKN,4
VDS-MQN,4
ANX-MOL,4
SSJ-LKL,4
MEH-LKN,4
BVG-KSU,4
MEH-BVG,4
KSU-SOG,4
TOS-RET,4
LKN-MEH,4
FDE-VDS,4
MOL-MJF,4
LKL-MEH,4
FRO-KKN,4
SOG-KKN,4
BNN-ANX,4
ALF-OSY,4
FDE-LKL,4
SDN-SKN,4
FDE-MJF,4
LKL-MJF,4
RET-AES,4
RVK-ALF,3
VAW-SVG,3
SSJ-ANX,3
KKN-BDU,3
MQN-SOJ,3
HAU-SOG,3
FRO-HOV,3
SKN-OSY,3
MQN-KSU,3
SVJ-SOJ,3
HOV-VAW,3
FRO-SKN,3
KKN-HAA,3
VDS-HAA,3
HVG-HAA,3
SSJ-MOL,3
SOG-HFT,3
MOL-MQN,3
SKN-HAA,3
HVG-MQN,3
MJF-SDN,3
HAU-SVJ,3
ANX-MEH,3
MJF-VDS,3
ANX-LYR,3
ANX-HOV,3
SOG-SVJ,3
MJF-LKN,3
ALF-BVG,3
BJF-HVG,3
FRO-SVJ,3
SKN-HOV,3
SKN-BJF,3
BJF-MEH,3
KSU-BVG,3
RET-SVG,3
BJF-SKN,3
HAA-VDS,3
LKN-BVG,3
AES-MEH,3
MOL-VDS,3
VAW-KSU,3
HAU-SVG,3
BJF-TRF,3
BNN-OSY,3
ALF-LKL,3
MOL-SOG,3
ANX-RVK,3
OSY-MQN,3
SKN-FRO,3
SVG-VAW,3
RVK-KKN,3
MOL-HVG,3
HAA-MQN,3
LYR-HFT,3
OSY-TRF,3
SVJ-HOV,3
RVK-TRF,3
MEH-ANX,3
OSY-EVE,3
MJF-MOL,3
BNN-SOG,3
OSY-AES,3
SDN-ANX,3
SVJ-MEH,3
LKN-LYR,3
ANX-BVG,3
RVK-ANX,3
FRO-VDS,3
HOV-LKL,3
SKN-FDE,3
MOL-KSU,3
AES-BVG,3
SDN-RVK,3
BJF-KSU,3
MEH-BJF,2
SOG-VDS,2
HVG-SSJ,2
BNN-RET,2
LKN-EVE,2
SVJ-HAA,2
SSJ-BJF,2
KSU-VAW,2
MQN-HVG,2
HVG-MOL,2
BJF-SOG,2
RET-TRF,2
SDN-MJF,2
ALF-HAA,2
BJF-LKL,2
KSU-AES,2
SVJ-SDN,2
LYR-SOJ,2
VAW-TRF,2
BVG-ANX,2
OSY-HFT,2
LKL-SOJ,2
HAU-ANX,2
HVG-KRS,2
HAA-OSY,2
SSJ-FDE,2
HAU-HVG,2
VDS-OSY,2
MQN-RVK,2
HVG-KSU,2
SSJ-SOJ,2
VAW-LKN,2
RVK-SVJ,2
ALF-VAW,2
RVK-LYR,2
OSL-CGN,2
LKL-FRO,2
BDU-RVK,2
FDE-ANX,2
BNN-FDE,2
BDU-TOS,2
SVG-MEH,2
ANX-HVG,2
MQN-VDS,2
VAW-EVE,2
KSU-OSY,2
SDN-OSY,2
SKN-MEH,2
BJF-BNN,2
KKN-LKL,2
RVK-BDU,2
FDE-RVK,2
SDN-VDS,2
ALF-SSJ,2
OSY-LKN,2
KSU-BJF,2
SSJ-MEH,2
LKL-VAW,2
SKN-RVK,2
SKN-KKN,2
HAA-VAW,2
SVJ-BVG,2
BJF-VAW,2
SKN-HVG,2
MQN-FDE,2
KSU-SDN,2
MEH-HAA,2
RVK-MJF,2
MEH-LKL,2
KSU-VDS,2
SDN-LYR,2
SSJ-SDN,2
BDU-MQN,2
HVG-BVG,2
VAW-HOV,2
HOV-HVG,2
SKN-SDN,2
SVJ-SOG,2
LYR-SDN,2
OSY-HOV,2
SOG-HAA,2
SOG-RVK,2
SDN-LKN,2
VDS-RVK,2
HAA-EVE,2
OSY-LYR,2
SDN-KSU,2
AES-HAA,2
MOL-OSY,2
ANX-KSU,2
HFT-RET,2
MEH-FDE,2
LKL-OSY,2
SVG-RET,1
AES-RET,1
MJF-FDE,1
FDE-HAA,1
ANX-SKN,1
OSY-HAU,1
RET-SSJ,1
BVG-HAU,1
MEH-SVJ,1
MJF-VAW,1
SOG-MOL,1
AES-SOG,1
MEH-SOJ,1
HAA-SVJ,1
HAA-ALF,1
HAU-VAW,1
BNN-BJF,1
LKL-RVK,1
MJF-RVK,1
LKN-VAW,1
VDS-KSU,1
FRO-SOJ,1
RVK-MOL,1
BVG-AES,1
SKN-SOJ,1
HAA-LKN,1
FDE-BNN,1
SDN-SOG,1
FRO-OSY,1
LKN-SDN,1
SOG-MEH,1
ANX-SOG,1
LKN-HOV,1
MQN-HAA,1
OSY-BJF,1
LKN-SVJ,1
SOG-SSJ,1
BJF-SVJ,1
BJF-MQN,1
VAW-LKL,1
FDE-OSY,1
SVJ-BJF,1
SDN-SOJ,1
SKN-HAU,1
FRO-ANX,1
AES-OSY,1
LYR-VDS,1
SSJ-VDS,1
KRS-CGN,1
SKN-VDS,1
MQN-SOG,1
AES-KSU,1
AES-SDN,1
RVK-HAA,1
OSY-KKN,1
BDU-BNN,1
VAW-ALF,1
LKN-OSY,1
FDE-HVG,1
HVG-SVJ,1
SSJ-LYR,1
MJF-LYR,1
BVG-EVE,1
VDS-MJF,1
BVG-LKL,1
MQN-BDU,1
SVJ-VDS,1
RVK-SOG,1
FRO-SDN,1
BVG-SVJ,1
MEH-MQN,1
ANX-SVJ,1
MEH-KSU,1
ALF-BDU,1
RVK-FDE,1
OSY-FDE,1
LYR-BJF,1
LKL-BVG,1
BDU-MJF,1
BVG-HVG,1
MJF-HOV,1
ANX-SDN,1
MQN-SSJ,1
OSY-SDN,1
KSU-HAA,1
RVK-SDN,1
RVK-LKL,1
OSY-MJF,1
KKN-RVK,1
EVE-HAA,1
BVG-SSJ,1
SOG-MQN,1
SSJ-HVG,1
BNN-BDU,1
TRD-SRP,1
SKN-LKN,1
SSJ-BDU,1
SVJ-OSY,1
ALF-SOJ,1
HFT-OSY,1
RET-BNN,1
SOG-ANX,1
HFT-VAW,1
SSJ-MQN,1
HOV-RVK,1
BNN-BVG,1
LKL-SSJ,1
HAA-ANX,1
