route,baggage_amount
BGO-LBA,4
TRD-CEB,4
OSL-ULN,4
FRO-VNO,4
FRO-EDI,4
KSU-HEL,4
BJF-TXL,4
VDS-TXL,4
AES-STR,4
FRO-HAM,4
RVK-MUC,4
OSL-TSN,4
KSU-LPA,4
OSL-EBB,4
TRD-MSQ,4
BGO-MVD,4
BGO-NAP,4
TRD-SDL,4
RVK-LIS,4
AES-SPU,4
OSL-OKC,4
SDN-OTP,4
KRS-LAX,4
BDU-TLL,4
EVE-BRU,4
EVE-ABZ,4
HAU-DUB,4
OSL-TIV,4
OSL-DSM,4
TRD-SKG,4
OSL-BIS,4
BOO-LLA,4
EVE-LIN,4
MJF-MAN,4
TOS-CTA,4
FRO-NWI,4
KRS-GLA,4
BOO-STR,4
SKN-ABZ,4
EVE-AGP,4
TRD-POA,4
TRD-CWL,4
TRD-VRN,4
HOV-FRA,4
OSL-DPS,4
BGO-GOA,4
BGO-CLJ,4
HAU-IST,4
KKN-HAM,4
SVG-HRK,4
SVG-POZ,4
SSJ-KEF,4
HFT-MUC,4
RET-DUS,4
RET-FRA,4
HAU-LED,4
OSL-SCV,4
OSL-CPT,4
SVG-LPX,4
SSJ-LHR,4
KRS-ADD,4
TRD-JIB,4
SVG-GRU,4
SVG-NRT,4
SVG-BEL,4
BGO-RNN,4
TRD-SIN,4
AES-PRG,4
KRS-FCO,4
BDU-MAN,4
SVG-nan,4
OSL-ICT,4
ANX-GOT,4
BGO-SAN,4
OSL-DIY,4
SVG-RNN,4
RVK-NUE,4
SVG-KBL,4
TRD-BDL,4
OSL-MLB,4
TRD-SZZ,4
SVG-YHZ,4
OSL-BOI,4
KRS-ISB,4
SDN-HRG,4
TRD-GNY,4
FRO-DUB,4
MOL-EDI,4
TRD-VKO,4
SOG-AAR,4
KRS-BDL,4
HOV-GOA,4
FRO-MUC,4
OSL-YSJ,4
HFT-AMS,4
LKN-BRU,4
SVG-BEY,4
SVG-SKG,4
KSU-CRK,4
OSL-YIA,4
MOL-MNL,4
KRS-BEY,4
OSL-ABV,4
BGO-JUB,4
TRD-MGQ,4
OSL-WDH,4
SVG-PDX,4
AES-GYE,4
TRD-FOR,3
OSL-TVC,3
MQN-AAR,3
AES-ADA,3
SVG-ATL,3
MOL-STR,3
HOV-TLV,3
HFT-EDI,3
SVJ-ARN,3
TOS-UME,3
VDS-ARN,3
BDU-ILM,3
OSL-ILM,3
OSL-NAV,3
TRD-OSD,3
HAU-VNO,3
BGO-BOM,3
KRS-MRS,3
HOV-ABZ,3
MEH-AAL,3
HAU-OPO,3
TRD-MRS,3
SVG-ADA,3
TRD-CAG,3
SVG-DFW,3
TRD-AUH,3
BNN-AAL,3
KSU-DUS,3
TOS-BIO,3
HAU-SOF,3
AES-SYY,3
TOS-SFT,3
HOV-KEF,3
BDU-ABZ,3
AES-MIA,3
SVG-CUR,3
TRD-ORD,3
KRS-DOH,3
TRD-nan,3
AES-SDU,3
BOO-LIS,3
BDU-OPO,3
FRO-PLQ,3
SVG-STL,3
OSL-PUY,3
OSL-STL,3
KKN-AMS,3
SVG-TFS,3
BNN-HAM,3
HFT-TXL,3
SVG-MSY,3
KSU-DUB,3
BGO-NQY,3
BGO-LHE,3
LYR-RIX,3
TOS-NBO,3
TRD-LUX,3
OSL-RUH,3
OSL-LIT,3
SVG-OKC,3
BGO-PER,3
FDE-SOF,3
BGO-SKG,3
SDN-AMS,3
TRD-NRT,3
SVG-PSA,3
OSL-VPS,3
BGO-SDL,3
MQN-AMS,3
HAU-KEF,3
KRS-MPL,3
OSL-ALG,3
BGO-OKC,3
OSL-GSP,3
SVG-FOR,3
OSL-SGD,3
LKN-ZRH,3
LKN-GOT,3
TRD-GIG,3
SVG-MWZ,3
TRD-CLT,3
BGO-SLC,3
KSU-EDI,3
KSU-ZRH,3
BGO-ISU,3
LKN-ZAG,3
OSL-JAX,3
BGO-BES,3
MQN-WAW,3
ANX-LHR,3
OSL-HRE,3
SVG-CLJ,3
OSL-YCD,3
BGO-SYD,3
BOO-VCE,3
BGO-BEY,3
BGO-DSS,3
OSL-DTW,3
HOV-VNO,3
AES-FCO,3
OSL-BGF,3
TOS-SPU,3
OSL-INV,3
TRD-DXB,3
BGO-OLB,3
BGO-LAX,3
OSL-IBZ,3
BGO-TRN,3
EVE-DUB,3
KRS-AAR,3
EVE-HEL,3
KRS-SEN,3
BGO-NKG,3
HOV-ARN,3
KKN-AAR,3
OSL-AJR,3
KRS-RSW,3
TRD-SCL,3
BGO-MLB,3
TRD-IBZ,3
KSU-DXB,3
BDU-OTP,3
BDU-SOF,3
SVG-KRT,3
LYR-VIE,3
OSL-BJL,3
LKL-AMS,3
FRO-CDG,3
FRO-GLA,3
TRD-ICN,3
HAU-BRU,3
KRS-NUE,3
AES-IAH,3
SVG-LBA,3
TOS-PHL,3
KSU-KRK,3
OSL-HRI,3
SVG-GYD,3
AES-LED,3
LYR-TXL,3
SVG-BLR,3
ALF-SPU,3
SVG-SEN,3
OSL-FMO,3
KRS-KBL,3
RVK-TXL,3
KRS-SXF,3
TOS-CPT,3
KRS-CTA,3
LYR-KTW,3
FRO-POZ,3
OSL-MAH,3
OSL-LWO,3
SDN-RIX,3
OSL-HAN,3
OSL-SDQ,3
BDU-DUB,3
SVG-SXB,3
LKL-ZRH,3
TRD-BOS,3
HAU-DOH,3
BGO-SYY,3
AES-HGA,3
BGO-MJT,3
KSU-NCE,3
TRD-SBP,3
OSL-SBP,3
SVG-TLV,3
BGO-EBL,3
BOO-LCA,3
OSL-TNR,3
KRS-UME,3
SOG-FRA,3
TRD-CKG,3
TRD-MOB,2
TRD-HNL,2
BGO-MCI,2
OSL-TYS,2
SVG-TSR,2
TOS-ASR,2
SVG-YQR,2
OSL-FRU,2
AES-FRU,2
MQN-SGD,2
KRS-SKP,2
BVG-ARN,2
KKN-DUS,2
HAA-HAM,2
KRS-LLA,2
VAW-RIX,2
AES-CME,2
OSL-HRK,2
LKN-LYS,2
BOO-LYS,2
SVG-MCO,2
KKN-HEL,2
HAU-BQH,2
TRD-CME,2
BDU-VIE,2
AES-FLR,2
KRS-BRU,2
KRS-ICN,2
SDN-ABZ,2
AES-GIG,2
BJF-KEF,2
OSL-CLT,2
OSL-AHO,2
OSL-LFT,2
TRD-DEC,2
BGO-ADA,2
OSL-BHM,2
TOS-KGD,2
KRS-DBV,2
BGO-DBV,2
OSL-COK,2
EVE-BIO,2
HFT-AAL,2
TOS-NUE,2
VDS-CPH,2
KKN-VNO,2
KKN-AAL,2
BOO-GVA,2
MJF-STR,2
LYR-ATH,2
HOV-CUR,2
ALF-AAL,2
BNN-KEF,2
OSL-SAT,2
OSL-DAB,2
OSL-MEM,2
OSL-YXE,2
BGO-VGO,2
MQN-AAL,2
FRO-HEL,2
MJF-VNO,2
BOO-LJU,2
BGO-XMN,2
AES-GVA,2
OSL-CNF,2
KRS-MCO,2
BGO-IBZ,2
SVG-SJJ,2
BGO-DAR,2
OSL-SGN,2
OSL-KMQ,2
MOL-VNO,2
KSU-MEX,2
HAU-ZRH,2
HFT-HEL,2
SVG-MYY,2
KKN-CDG,2
EVE-WRO,2
MJF-AMS,2
BNN-AMS,2
OSL-FAI,2
OSL-BWI,2
OSL-TLH,2
MQN-CEB,2
FDE-DUS,2
RVK-DUS,2
FRO-BHD,2
RVK-GRU,2
RVK-HAM,2
AES-UME,2
TOS-DBV,2
BOO-NCL,2
OSL-SCQ,2
BGO-KBL,2
MQN-MNL,2
LKL-ARN,2
LYR-MUC,2
MJF-MNL,2
LYR-FCO,2
OSL-MLG,2
TRD-SAT,2
SVG-LAS,2
BGO-KUO,2
EVE-KEF,2
OSL-RNB,2
SVG-AUS,2
BGO-CUR,2
FRO-CEB,2
AES-BOD,2
MOL-FAE,2
SVG-BOJ,2
OSL-CHS,2
LKN-HEL,2
BOO-OSD,2
TRD-TSR,2
MOL-HEL,2
MOL-OTP,2
SDN-VIE,2
KRS-BEG,2
TRD-NWI,2
BGO-IOM,2
MQN-GDN,2
TOS-BHD,2
SDN-ALC,2
TRD-FNC,2
BOO-BCN,2
HAU-SIN,2
MQN-LLA,2
LKL-VIE,2
SSJ-AMS,2
HAU-VIE,2
SSJ-HAM,2
AES-NAP,2
SVG-DBV,2
BOO-BLQ,2
OSL-PWM,2
OSL-BTV,2
OSL-ACV,2
FRO-KUL,2
TRD-LCA,2
HVG-LHR,2
HAU-ADL,2
VAW-BOS,2
KKN-BOS,2
TRD-DAC,2
BGO-FNC,2
SVG-MHQ,2
TRD-PSA,2
TOS-TRN,2
OSL-RNO,2
HAU-UME,2
LYR-DUS,2
EVE-HAJ,2
ALF-VNO,2
MOL-WRO,2
ALF-TLL,2
OSL-BIL,2
OSL-LBB,2
OSL-DNK,2
SVG-ERI,2
TRD-SLC,2
SSJ-LYS,2
OSL-BUF,2
FRO-MXP,2
BJF-MUC,2
HAA-BLL,2
AES-KBL,2
BDU-KEF,2
AES-KLR,2
BDU-WAW,2
SVG-DOH,2
MQN-BRU,2
HFT-GLA,2
TOS-GLA,2
OSL-LOP,2
SVG-YYT,2
OSL-PVR,2
SVG-MAA,2
OSL-MCT,2
BGO-FLL,2
OSL-MBJ,2
BOO-VRN,2
RVK-FRA,2
HAU-MXP,2
TOS-MQX,2
OSL-MQX,2
FRO-KEF,2
FRO-FAO,2
TRD-SGF,2
BGO-YYZ,2
FDE-SFT,2
BDU-VCE,2
KKN-BRU,2
BGO-MMX,2
SVG-SDL,2
ALF-RIX,2
ALF-MUC,2
OSL-ABQ,2
BGO-SMI,2
SVG-GFK,2
OSL-BAH,2
SVG-SVO,2
SVJ-FCO,2
MQN-GOT,2
AES-NBO,2
TRD-TLV,2
FDE-ALC,2
SVG-SOU,2
SVG-AJR,2
HFT-GDN,2
OSL-PNR,2
TOS-JFK,2
HOV-HEL,2
AES-MME,2
AES-VLC,2
SVG-SCL,2
ALF-BRE,2
KKN-ALC,2
TRD-AVL,2
TRD-TIA,2
OSL-HOU,2
KRS-VLC,2
ANX-FAE,2
MQN-TXL,2
BOO-SPU,2
LKN-SDL,2
BOO-SDL,2
HAU-FLR,2
MOL-AAL,2
BGO-MIA,2
HOV-MIA,2
SOG-OSD,2
OSL-RAP,2
BGO-NTE,2
AES-TUN,2
TRD-NTE,2
OSL-LUZ,2
OSL-UUS,2
LKL-LYS,2
TOS-LYS,2
OSL-LEX,2
OSL-SOU,2
KSU-BCN,2
FRO-BHX,2
HAU-LLA,2
KRS-IND,2
SVG-SJU,2
OSL-MPM,2
OSL-YYG,2
KRS-MEX,2
BGO-AUS,2
SVG-DAR,2
KRS-IAD,2
TRD-IFN,2
SVG-SBW,2
KSU-NWI,2
HFT-PLQ,2
SVG-YXE,2
SDN-MUC,2
FDE-CDG,2
OSL-JKH,2
TRD-FLL,2
HOV-LIN,2
BGO-NRT,2
AES-FLN,2
OSL-GNY,2
KRS-ODS,2
TOS-DFW,2
LKL-AAR,2
HAU-SAN,2
TRD-BHD,2
KRS-PMO,2
KSU-RZE,2
BGO-HND,2
KKN-OTP,2
KRS-POZ,2
ALF-PLQ,2
TOS-FAO,2
TOS-TLV,2
EVE-BEG,2
OSL-KHE,2
OSL-MLX,2
BGO-BHD,2
KRS-GOT,2
AES-BEG,2
BOO-PMO,2
EVE-SDL,2
KKN-KLR,2
KKN-LIN,2
KKN-OSD,2
AES-LCY,2
KRS-CAI,2
SOG-TLL,2
RVK-MAN,2
TRD-VER,2
HAU-RZE,2
OSL-OUA,2
BGO-ZAD,2
OSL-JSY,2
TRD-IAH,2
BOO-EDI,2
OSL-ECP,2
MOL-DUB,2
BOO-MLA,2
RVK-ALC,2
BGO-BGW,2
BJF-ODS,2
LKN-VCE,2
KRS-BRS,2
SVG-HKG,2
TRD-TRI,2
SVG-PER,2
OSL-ASE,2
OSL-SBN,2
OSL-LPI,2
RVK-KRK,2
OSL-IMF,2
ALF-BRU,2
BGO-LIM,2
BGO-MME,2
HOV-SAW,2
SVG-OUL,2
TRD-PMI,2
KSU-LCA,2
HFT-OPO,2
VAW-LHR,2
BGO-YUL,2
TOS-AGH,2
OSL-LBA,2
OSL-NDJ,2
OSL-MME,2
HAU-MAD,2
HAA-ARN,2
SVG-CHS,2
SVG-RAK,2
SOG-LHR,2
KRS-YIA,2
HAU-CMB,2
TOS-ISU,2
EVE-POZ,2
BGO-RNS,2
SVG-FLL,2
TOS-JUB,2
LKN-LPA,2
SVG-GGR,2
AES-NTE,2
OSY-SOF,2
HAU-BLR,2
HFT-CEB,2
KRS-INV,2
TRD-ATL,2
OSL-BZN,2
SVG-VKO,2
OSL-TFN,2
HAU-ORK,2
BGO-WDH,2
KRS-LCA,2
OSL-TUL,2
BGO-XIY,2
OSL-XIY,2
SVJ-VNO,2
KSU-FOR,2
TRD-DFW,2
BOO-KRT,2
TRD-YYT,2
TOS-IKA,2
KRS-SMF,2
MOL-ADA,2
AES-ESB,2
KRS-DEL,2
BGO-REC,2
TOS-BHX,2
EVE-STR,2
OSL-IVL,2
OSL-BNE,2
LYR-ALC,2
AES-OVD,2
TRD-SYY,2
FRO-LPA,2
OSL-CAK,1
TRD-BDS,1
TRD-EGS,1
BGO-HER,1
SVJ-IST,1
BOO-IST,1
TOS-CAI,1
HVG-PLQ,1
SSJ-VNO,1
SOG-ADA,1
KSU-IST,1
SKN-BLL,1
MOL-NCL,1
MJF-ZRH,1
SSJ-AAR,1
SVJ-LIN,1
SSJ-KLR,1
TRD-NBO,1
KKN-SDL,1
OSL-SDF,1
SOG-GVA,1
KKN-ABZ,1
LYR-DRS,1
KRS-LBA,1
FDE-BLL,1
MOL-TKU,1
SOG-ABZ,1
MOL-GIG,1
EVE-OVD,1
AES-YYT,1
HAU-YYT,1
OSL-ECN,1
TRD-PIT,1
SVG-MME,1
BGO-EVN,1
BGO-HNL,1
BGO-LCG,1
OSL-KGD,1
HOV-AAL,1
BGO-RHO,1
HOV-GLA,1
FRO-CWL,1
MQN-TLL,1
KRS-YYT,1
AES-PAT,1
OSL-PAT,1
VDS-LHR,1
KSU-LSI,1
BOO-SYY,1
SVG-SYY,1
BOO-NWI,1
TRD-BNA,1
SVG-HER,1
MEH-FAE,1
TRD-TFS,1
MQN-BLL,1
LKN-KLR,1
OSL-CFN,1
RVK-ARN,1
HOV-LHR,1
MJF-BRU,1
TOS-SFO,1
ALF-ZRH,1
RVK-WRO,1
SVG-SGN,1
OSL-PLM,1
BGO-PSA,1
SVG-ASF,1
HOV-CME,1
HOV-MEX,1
AES-MCO,1
TOS-MEX,1
AES-CID,1
OSL-CID,1
TRD-ERI,1
OSL-ERI,1
TOS-GRU,1
FRO-BRE,1
OSL-CHO,1
KSU-CME,1
MOL-KEF,1
AES-MEX,1
TOS-OSD,1
BNN-UME,1
TRD-UME,1
KKN-TXL,1
SOG-AMS,1
TRD-ESB,1
OSL-SDK,1
KSU-POZ,1
HAA-TXL,1
HAA-DUS,1
HFT-DUS,1
TRD-BRS,1
SVG-BIQ,1
ANX-TXL,1
SVJ-RIX,1
BGO-PIT,1
OSL-MOT,1
ALF-WAW,1
SSJ-HEL,1
HFT-KLR,1
TOS-KLR,1
KSU-LIS,1
HAU-STR,1
TRD-CGK,1
FRO-GOT,1
SKN-NCL,1
MOL-SFT,1
SVG-TPA,1
MOL-ATH,1
MOL-AAR,1
HOV-SIN,1
TOS-RNN,1
MJF-WAW,1
BGO-TZX,1
KRS-SAT,1
TOS-PUY,1
OSL-CRP,1
SOG-RIX,1
BGO-VRN,1
BNN-NUE,1
BOO-SFO,1
AES-SFO,1
BGO-KGL,1
MOL-EWR,1
SVG-VAR,1
SVG-LJU,1
TRD-MME,1
OSL-XER,1
BDU-HEL,1
KKN-DUB,1
KKN-FAE,1
KSU-SPU,1
OSL-TSR,1
KSU-VLC,1
SDN-VNO,1
ALF-MXP,1
OSY-FRA,1
FRO-TLL,1
OSL-ZAD,1
BGO-TFS,1
TOS-KIX,1
KKN-SGD,1
TOS-SGD,1
SVG-IND,1
BGO-KIV,1
OSY-BLL,1
KKN-PLQ,1
HAU-GIG,1
LYR-KBP,1
SSJ-GVA,1
LYR-WAW,1
HAU-FLN,1
KRS-SKG,1
TRD-MQT,1
OSL-GUW,1
TOS-ZAG,1
OSL-YLW,1
KRS-JHB,1
OSL-JHB,1
TRD-JUB,1
HAU-GSV,1
OSL-GSV,1
BOO-DOH,1
FDE-ABZ,1
FDE-BIO,1
BGO-UIO,1
SVG-PMO,1
FDE-AGP,1
BGO-ORK,1
TRD-AUS,1
BGO-BPS,1
OSL-RUN,1
MJF-KEF,1
FRO-SOF,1
OSL-MKG,1
MJF-LLA,1
KSU-BHX,1
TRD-LHE,1
HVG-ARN,1
TRD-POZ,1
LYR-EDI,1
SVG-TKU,1
OSL-MTY,1
SSJ-VAR,1
TRD-VAR,1
TRD-RUN,1
BGO-AUH,1
TRD-MSY,1
SVG-ZAD,1
AES-JFK,1
TOS-ADB,1
FRO-FRA,1
BOO-MSY,1
MOL-LIS,1
KSU-ADB,1
RET-LHR,1
HAU-SYD,1
TOS-LUX,1
SVG-EVN,1
KRS-KTW,1
TRD-SXB,1
BGO-CLE,1
SVG-ARH,1
SVG-CFU,1
FRO-OSD,1
HAU-BEY,1
SKN-GOT,1
BDU-GOT,1
BDU-AAR,1
LYR-FAO,1
OSL-SKT,1
BGO-COO,1
BDU-LIS,1
ALF-NCE,1
TRD-MLA,1
SVG-NBO,1
SVG-ABQ,1
BGO-AAQ,1
TRD-PDG,1
OSL-IDA,1
TRD-DTW,1
TOS-CHQ,1
SVG-PUJ,1
OSL-PUJ,1
KRS-AUH,1
TRD-HKG,1
OSL-SYR,1
TRD-PRN,1
HAU-TRN,1
RVK-VIE,1
OSL-DAL,1
SDN-CEB,1
KRS-JFK,1
TOS-MLA,1
SVG-FAR,1
SVG-GTR,1
BGO-GNV,1
BGO-ORF,1
TRD-CTA,1
OSL-QDU,1
BDU-BRU,1
LKL-DUB,1
ANX-PLQ,1
MOL-LSI,1
FRO-OUL,1
FRO-BCN,1
SDN-HUY,1
EVE-GRZ,1
TRD-YYZ,1
EVE-EWR,1
TRD-CLJ,1
SVG-RDU,1
BOO-SKP,1
LKL-CGK,1
TOS-CGK,1
TRD-RZE,1
AES-PER,1
BVG-ZRH,1
BGO-IKA,1
KRS-GEV,1
HAU-ASF,1
OSL-ASF,1
SVG-LFT,1
OSL-TAS,1
FDE-LHR,1
MJF-NVT,1
BOO-NVT,1
EVE-UME,1
OSL-TAM,1
BGO-DEN,1
TOS-NRT,1
LKN-LAD,1
BOO-LAD,1
KRS-HAJ,1
AES-CAG,1
BGO-HUY,1
OSL-POA,1
BGO-HOU,1
KRS-SOF,1
KRS-OVD,1
TRD-YWG,1
KRS-CHQ,1
KRS-OSD,1
KRS-IKA,1
HAA-RIX,1
HAU-PRN,1
HVG-TLL,1
SSJ-MAN,1
KRS-LIM,1
TRD-OUL,1
BOO-MAD,1
SVG-MCI,1
ALF-CTA,1
TRD-LIM,1
BGO-ICN,1
EVE-SAN,1
EVE-YVR,1
BGO-SEA,1
SVG-RNS,1
SVG-TZX,1
SVG-BIS,1
AES-EWR,1
RVK-GDN,1
FRO-ZAG,1
OSL-SSA,1
KSU-ZAG,1
KSU-ODS,1
BJF-BLL,1
FRO-NCE,1
TOS-AYT,1
BGO-BSR,1
OSL-SJW,1
KSU-LBA,1
FRO-BUD,1
AES-PHL,1
AES-BRS,1
BGO-GDL,1
AES-BHX,1
OSL-DIR,1
TOS-DEN,1
HOV-IAH,1
KRS-NTE,1
OSL-YWG,1
SVJ-BRU,1
TOS-BOS,1
TOS-SDL,1
KSU-ORK,1
KSU-VGO,1
VAW-AAL,1
HAU-MMX,1
BGO-RDM,1
FDE-FAE,1
SVG-BKI,1
OSL-BKI,1
FRO-LCY,1
BGO-LCY,1
SSJ-ABZ,1
MEH-GDN,1
OSL-BTU,1
AES-OMA,1
TRD-LED,1
LYR-MAN,1
AES-CTA,1
MJF-TYS,1
SVG-SZF,1
BGO-IAS,1
OSL-KZN,1
SVG-UIO,1
BGO-YOW,1
SVG-MAF,1
ANX-VIE,1
KSU-CFE,1
SVG-TIA,1
OSL-ACE,1
HOV-CDG,1
BDU-VNO,1
KKN-DOH,1
MJF-GDN,1
LYR-LIN,1
BGO-TPE,1
SVG-CPT,1
KRS-NAP,1
KRS-TBS,1
EVE-LPA,1
TRD-MHD,1
BGO-PNS,1
SOG-GIG,1
OSL-BOG,1
TOS-SKG,1
TRD-PMO,1
AES-HAJ,1
KRS-SEA,1
SVG-TRN,1
KRS-CUN,1
OSL-BEL,1
SVJ-MXP,1
BGO-CUN,1
SVG-BPN,1
ALF-GVA,1
BDU-DOH,1
KSU-TLL,1
KRS-HNL,1
KRS-PDX,1
KRS-ZAD,1
OSL-SJC,1
BGO-YHZ,1
EVE-LIS,1
SDN-BIO,1
SOG-BIO,1
FDE-DUB,1
TRD-NKG,1
KRS-AJR,1
KSU-PER,1
KRS-PER,1
MOL-VIE,1
HAA-FRA,1
HAU-OSD,1
KSU-MLA,1
TOS-NKG,1
TRD-ISU,1
KRS-BIO,1
SOG-FCO,1
SVG-SMI,1
FDE-ATH,1
HAU-TLV,1
TRD-RHO,1
LKN-VNO,1
HVG-KEF,1
HOV-AAR,1
LKN-OPO,1
SDN-NCL,1
TRD-SEA,1
ANX-LAX,1
BOO-LAX,1
ALF-MYY,1
TOS-MYY,1
ALF-KUL,1
TOS-KUL,1
KSU-BOD,1
AES-BOS,1
ANX-STR,1
BOO-HAJ,1
SSJ-BOD,1
KRS-FLL,1
AES-REC,1
SVG-CUU,1
AES-TPE,1
SVG-CUN,1
KRS-FAO,1
OSL-RSW,1
SVG-GRR,1
KRS-FOR,1
HAU-FOR,1
MOL-BLQ,1
OSL-FDH,1
HAU-SPU,1
SKN-LHR,1
LKN-LLA,1
MQN-BRE,1
BOO-VKO,1
TRD-CSX,1
OSL-CSX,1
BGO-LED,1
MJF-BRE,1
BGO-VAR,1
TRD-AGH,1
KSU-LLA,1
TOS-VLC,1
HOV-MAN,1
SVG-FLN,1
BGO-DEL,1
MEH-ZRH,1
BGO-YYC,1
ANX-DUS,1
KRS-DRS,1
KRS-SFO,1
OSL-YQB,1
MQN-SDL,1
FRO-BRU,1
BVG-VIE,1
KSU-OTP,1
MOL-LLA,1
HAU-LOS,1
BGO-VBY,1
FRO-PRG,1
BOO-KTW,1
TOS-BOD,1
OSL-ORY,1
HOV-OSD,1
BGO-LPI,1
LKL-RNN,1
BGO-GRZ,1
OSL-TAC,1
BGO-ABV,1
SDN-BRU,1
SDN-ARN,1
ALF-KBP,1
OSL-SJO,1
SVG-PHX,1
KRS-TLV,1
TOS-KHE,1
TOS-DNK,1
BOO-EWR,1
SVG-ALA,1
TRD-KUL,1
BOO-CEB,1
HAU-LIN,1
ANX-LPA,1
FDE-OTP,1
TOS-TUN,1
HFT-BRE,1
OSL-CCU,1
AES-GOA,1
OSL-GYN,1
TRD-SVO,1
KRS-TFS,1
OSL-LCG,1
OSL-XNA,1
BGO-TIA,1
AES-KSC,1
SVJ-NCL,1
OSL-HGH,1
KRS-CWL,1
BGO-SXB,1
KSU-PMI,1
KRS-CUL,1
KRS-SVQ,1
KRS-MSP,1
EVE-SJJ,1
MOL-FCO,1
EVE-NCE,1
EVE-FLR,1
HAU-ADA,1
BGO-PEK,1
OSL-RGN,1
KSU-ADA,1
KSU-UME,1
SKN-MAN,1
SVJ-AAL,1
OSL-KWE,1
LKN-YYT,1
TOS-YYT,1
